0.029844096	-0.020956121	0.040008765	-0.10725778	-0.022075126	0.049894992	-0.11767538	0.052555725	0.031455386	-0.058565997	0.052457813	-0.0044782176	-0.04490916	-0.038367756	0.072560795	-0.037411664
0.036388613	0.02553201	0.05994881	-0.09215427	-0.018887669	0.06798786	-0.055704106	0.029146096	0.022494137	-0.026828503	0.08890214	-0.085662365	-0.00680867	-0.026194777	0.0065438123	-0.048503898
0.13346954	0.003097521	0.13326012	-0.079694405	0.021999137	0.058363874	-0.10816343	-0.031910025	0.07056265	-0.018490147	-0.005386335	-0.07185344	-0.048569188	0.057851	0.025871566	-0.034796506
0.09492891	-0.025797125	0.099992655	-0.07077173	0.012500567	0.008184963	-0.04016681	0.02540738	0.05172579	-0.06526429	0.002525889	-0.0009938605	0.07268107	0.012966451	0.023750331	0.01834599
0.072099365	-0.017862298	0.12198064	-0.046889327	-0.06706801	0.03103925	-0.095459625	0.0015001849	0.045273364	-0.061421454	-0.00967698	-0.030870812	-0.034245823	-0.03217808	0.0844764	-0.043308042
0.1031193	0.061067287	0.017527543	-0.118152425	0.06900409	0.014672498	0.023905749	0.05368983	0.0134197995	0.02054558	0.02606313	-0.04460454	0.041776836	-0.05589615	0.074846014	-0.08638634
0.10586838	0.019858677	0.013488814	-0.0192252	0.029934468	0.10511427	-0.0013390018	-0.03190631	0.019804018	-0.099330276	0.08697417	-0.03157141	-0.070502006	0.037353322	0.057296593	-0.015120758
0.09733459	0.017419945	0.053232294	-0.09269819	-0.0034738583	0.0125180585	-0.02297199	0.009475794	0.0019391852	-0.038502265	-0.015083884	0.0602935	-0.04067814	-0.04289347	0.03164147	-0.056703303
0.03433494	-0.050770022	0.0412905	-0.0920353	0.004521764	0.091042	-0.07825075	0.012493659	0.059487153	-0.031707626	0.0023212112	-0.03721554	0.014659125	0.0076373527	0.028135352	-0.09225519
0.06798295	-0.03892385	0.08800827	-0.082173705	0.025860291	-0.004870715	-0.04530292	0.055368964	0.027609607	-0.03730257	0.043900736	-0.07095599	-0.07502511	-0.004335786	0.025528083	-0.04372819
0.04789816	-0.054129038	0.089553826	-0.022721784	-0.07049366	0.070614785	-0.03587981	0.05838695	-0.017339645	0.06809655	0.03688176	0.026580358	0.0010440218	-0.02292193	-0.04198148	0.04927865
0.036552303	0.0006063128	0.121410415	-0.01869963	0.03169344	0.13862078	-0.054555256	0.052647274	-0.052161302	-0.040041503	0.02442719	-0.040705796	0.014928292	-0.0891496	0.058083247	-0.016344465
0.039153207	-0.053076208	0.06677383	-0.06509524	-0.01802686	0.024646072	0.0011285448	-0.016549287	-0.0017703634	0.005647238	-0.039122738	-0.044429414	0.009271186	-0.03573274	-0.04202347	-0.13740745
-0.024320897	-0.053257603	-0.04640085	0.03663468	0.0041207112	0.04857781	-0.031679116	-0.092015065	-0.028275957	-0.08099632	0.004843298	-0.011124407	0.0023941677	-0.040335175	0.08773006	-0.082989424
0.050428286	0.046358496	0.07197138	-0.016929753	-0.014549448	0.032326672	-0.024488214	0.012388041	0.0605794	0.030824503	0.108474195	0.01629422	-0.04946656	0.023407947	0.06743545	-0.055485774
0.014934467	0.04041856	0.06970319	-0.036624834	-0.027997257	0.07822234	-0.04408197	0.032509178	0.025936019	0.03226583	0.017308272	-0.007336189	0.07125147	0.00560144	0.0077941646	-0.020917166
